name,id,token0.id,token0.symbol,token0.name,token0.decimals,token1.id,token1.symbol,token1.name,token1.decimals,totalSupply,volumeUSD,txCount
CLRX-WETH,0x3a80bb3f082dbc16984a783fb4fd32154132e86f,0x19ada1c76b1256bf73db4d74fbb2f8bf83509eb9,CLRX,Chill RX,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.474341649025255899,459.5382418198277417478963557191284,8
WETH-SASHIMI,0x3a99e53b8f5bb7acc583701ae37f1c7305ff79dd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xc28e27870558cf22add83540d2126da2e4b464c2,SASHIMI,SashimiToken,18,0.953147177513012166,6100.014795826863643307158377133353,28
TNY-TAR,0x3aa4ba595728b1669988f2711262ddddf9924f43,0x3b2c40eb69bed45143797e64fc104832a8fc51b1,TNY,TNodeYellow,8,0xc567bca531992352166252ea5121e535432e81ed,TAR,Tartarus,8,0.0000002901638561,0,6
WETH-ChargeV2,0x3ab57d68bd8b0316cca8a8bd8881d3e9b174a06b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xcc91875714f044a1033b9d3215719bb8ff3f26c8,ChargeV2,ChargeV2,18,0.004142463035440595,37.35877837788345999141334120173664,9
WETH-BANNER,0x3ab8703141b6cfc5c54c0edcccd7abf16fd0f416,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xcfcd2a0b70bec43945a3860816039063d8c3061c,BANNER,Banners NFT,18,3.666515226717039596,33425.04139075004760381528590522627,251
WETH-FROYO,0x3ab9a4d7c0ae233139f5167ddd058a65d47f78b4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xda6e1225a0241c0fdc2e912bd76d70056bc8ac72,FROYO,FroyoKittens,18,8.432169492052006756,155296.945072834818857201860962346,421
STASH-WETH,0x3ae1bb16a3ea1f0dc7612817a72893c39b9985ce,0xb1af4e90b1d179e1ad759b84344c8a5126fe582e,STASH,Toy Stash,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000412983654057658,359.636859541611110255153234629145,11
DOG-WETH,0x3b01377bb399951ec28cf8df7a462426fead9954,0xbaac39ed1f57addb6a02f6ca57f478c4fdaa8899,DOG,The Doge NFT,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,61.440977006680935243,194404.1881564106354359536995561342,16
FRAX-unknown,0x3b0bb288aa3c646804cacdf685a3f9bb4109a38d,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,Frax,18,0xb1748c79709f4ba2dd82834b8c82d4a505003f27,unknown,unknown,0,0,0,0
SHIB-LRC,0x3b168f685a37fcd99064a17cfef0a379b62c37a0,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB,SHIBA INU,18,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,LRC,LoopringCoin V2,18,110348.14814939125202836,0,17
SLP-WETH,0x3b201e27acfde1989984b422c49b4dd27a5795ad,0x10b47177e92ef9d5c6059055d92ddf6290848991,SLP,SushiSwap LP Token,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.004556509641418508,12741.55952525781636465645983951369,15
UMAD-PROS,0x3b32a786d84bec2959367f3ab52dbeef5ed2bc70,0x31c2415c946928e9fd1af83cdfa38d3edbd4326f,UMAD,UMAD,8,0x8642a849d0dcb7a15a974794668adcfbe4794b56,PROS,Prosper,18,0.002376437623775681,0,196
WHITE-WETH,0x3b433ff7d7e81579cecd7654411c1fe0af4899b3,0x5f0e628b693018f639d10e4a4f59bd4d8b2b6b44,WHITE,Whiteheart Token,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,4805.141313031586521517101653563802,5
SUSHI-NDR,0x3b49d71b23d0a78612374541a3004ef2854fe1c5,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,SushiToken,18,0x739763a258640919981f9ba610ae65492455be53,NDR,NodeRunners,18,2.566086390446357298,57728.8689667593063146400488638453,142
PSDN-WETH,0x3b7aaf9502a739d2a0ae1771af8022a4749bffb0,0xa5b947687163fe88c3e6af5b17ae69896f4abccf,PSDN,Poseidon - H2O Governance Token,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0,2
EBLOBS-WETH,0x3b894e33a4e9a251be82a654af21833fe380b832,0x523fd5b04d2d72fcefe5bb7d2a9b834523750de5,EBLOBS,EtherBlobs,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0,2
SATURN-WETH,0x3b8e0ce7e78d04b78031f8126f1eeab30af83fea,0x518c21e61edfa2d16313ba54f8c7c05a254d9e59,SATURN,SATURN,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,2.381053234597226753,39354.87762196406437444486969099026,148
RUNE-DIA,0x3b91a5715494df0d37a3349cbedfbe30b3d3b4f1,0x3155ba85d5f96b2d030a4966af206230e46849cb,RUNE,THORChain ETH.RUNE,18,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,DIA,DIAToken,18,0,0,2
ROBOTO-WETH,0x3be7f8389554b2437cb156ca371463f138803a06,0x970a0b8028f6ff85392824f20136dc9fc56d7488,ROBOTO,Robotos,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.002565764533393746,13022.94832994256289625084654714329,51
ILVA-ULC,0x3bea9785579cfff1fc8231c0d7cb65723ed8df33,0xd1ff31e3d8b78f06aea4eabb534bf5aa23278341,ILVA,ILVA,16,0xe4e55be3a8d9db6c8f33f5834eca7c446a494116,ULC,Ultimatalioniscoin,18,49389211.699999999999999,0,4
FREE-WETH,0x3beacfd8fd342a2c9521054da4d55b00f06ae5c0,0x2f141ce366a2462f02cea3d12cf93e4dca49e4fd,FREE,Free Coin,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,4.334556137726068561,1771.968325321353469067384143458103,33
LDN-WETH,0x3bfca4fb8054fa42da3e77749b21450a1290beed,0xb29663aa4e2e81e425294193616c1b102b70a158,LDN,Ludena Protocol,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,6.286439299556530434,21512388.75828520203503683471458114,380
MIC-LINA,0x3c0f4749161a8cbbd825b54e30188970f20f331e,0x368b3a58b5f49392e5c9e4c998cb0bb966752e51,MIC,MIC,18,0x3e9bc21c9b189c09df3ef1b824798658d5011937,LINA,Linear Token,18,0,0,2
rETH2-WETH,0x3c34dad27ab51c51dcc0a322ee4f18519d47f3e1,0x20bc832ca081b91433ff6c17f85701b6e92486c5,rETH2,StakeWise Reward ETH2,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,4.958307129318142763,40398.7218834858323131493930628596,228
rETH-WETH,0x3c4be9a8e8709fe093d534dba4e2cd721c286c81,0xae78736cd615f374d3085123a210448e74fc6393,rETH,Rocket Pool ETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000173056074640671,328.5248960626098680127647762871952,13
PMON-BUSD,0x3c526aa0cdced94f6e42acd8e18944b64ac3577d,0x1796ae0b0fa4862485106a0de9b654efe301d0b2,PMON,Polkamon,18,0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,Binance USD,18,0,0,4
silv2-wYFI,0x3c60888bac5a61aac16d3bb233dcf11a05332e03,0x010ebea9af6ce644d56c6808ae324ae9476bb11d,silv2,SushiswapV2 IL Protection V2,8,0x017e71e96f2ae777c679740d2d8dc15ed4231981,wYFI,Wrapped YFI,18,0,0,0
WETH-ERO,0x3c643d1ebcdca70b53c81e78953ee42fc554dfb1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xc51a271900d6e7fa0e11e2f4b59f066d40969fe9,ERO,Erotore,3,0.000000000312092045,1566.274785091217263134325348019416,13
IH8-WETH,0x3c650ab4c0d54228662b8416beb27ecbdf39bc85,0x12bcf29d1a5ee44c0872170facbc1d6f1b5a88d7,IH8,IH8Money,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0,0
WETH-WARRIOR,0x3c9fbaa0998fd45ab483d71e61bfe50349532454,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xe218a21d03dea706d114d9c4490950375f3b7c05,WARRIOR,Forgotten Runes Warriors Guild,18,39.225140707593559396,994508.2689441432168594007270970233,1838
WETH-D-AKUTARMP,0x3cb66c7f5b08bb306a7b3c5f6c9775eb145fa309,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xddb2c01fe9ac4807ff097376f74bd0f83559c6ea,D-AKUTARMP,Akutar Mint Pass Deck,18,0.199999999999999,0,1
USDC-BTCBR,0x3cb9c78c6ad402e78e4ea2e0298b7da4e58f91e7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD Coin,6,0xe57425f1598f9b0d6219706b77f4b3da573a3695,BTCBR,BitcoinBR,18,0.612246482695416339,710.3897898484516910959452343702416,87
WETH-SHIBSAN,0x3cbe9079a3ef5129f64d08b48016e3d11bafea3c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xe3a7dccf2acdba6c54f3e18b43d3a434272778ef,SHIBSAN,Shiba San,18,3.162277660168378331,0,1
EFI-USDT,0x3cc5519fb7f811159f30ba21dc2258341872dd67,0x656c00e1bcd96f256f224ad9112ff426ef053733,EFI,Efinity Token,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.003216821518592748,91828506.85568916211791840115685983,16478
WEED-WETH,0x3cd1c02666461141e264439f3fedf2c5a8030fc3,0x6725b11610c0c396edfb763d24c8b8622bf6295d,WEED,Weeds,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000058375357678153,46.34793176544355686632498690189038,3
USDC-PSDN,0x3cdabfa5d5b591c4e3967170ab114af1aa182d09,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD Coin,6,0xa5b947687163fe88c3e6af5b17ae69896f4abccf,PSDN,Poseidon - H2O Governance Token,18,0,0,2
USDN-WETH,0x3cf1cf47bc87c23cd9410549bd8a75e82c1c73cf,0x674c6ad92fd080e4004b2312b45f796a192d27a0,USDN,Neutrino USD,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,1.553737384534543042,864312.9542551968876115159196992296,575
USDC-stETH,0x3cfabf0a09b8ea1d655e82a7e5786de66eea9261,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD Coin,6,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,Liquid staked Ether 2.0,18,0.000000000000001644,0.2045588368036863842256134815209462,13
WETH-DHINU,0x3d08593b0528c8aa669935fbfbc6e4285b2ca17e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xdbbd999efa8de5038234c7c9518435e98283d8ff,DHINU,DIAMONDHANDSINU,18,39.009411794010280728,2002.319139541212887317221668174385,12
MEKA-WETH,0x3d1253006567ad7b679fb951fbf4b651707c3270,0x0a776842783488e2b4e1277e98c05923874bfa7d,MEKA,MekaVerse,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.807396164366023432,12297.40364040479425058432715591099,27
THOR-WETH,0x3d3f13f2529ec3c84b2940155effbf9b39a8f3ec,0xa5f2211b9b8170f694421f2046281775e8468044,THOR,THORSwap Token,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,26505.807073166459966508,82514362.87998622278825154083927598,22040
RINGER-WETH,0x3d455a28f902b253ffbc141ca168015c2de8b420,0xb5317944ac530a8fa9d31cbfb01fa5154f874cfa,RINGER,Ringer,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.019493588689616927,100.6036392057525573207063425021791,2
CNHPD-WETH,0x3d4d8655478e4d634f9eed10cc2bd6beea40c0fb,0x6443e507f53b526042d0054867a60a4c0409cb4b,CNHPD,Chainlink NFT Hub Paradise Dimension,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,8.350762219669523552,3313.128848350303333916827924047888,36
WETH-GUP,0x3d50b31329ab066c9030b793fdc746a7b694c533,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xf7b098298f7c69fc14610bf71d5e02c60792894c,GUP,Guppy,3,0.000259001986708034,32149.64954571933512677748882353206,115
PRIMATE-REVV,0x3d582cf9cf6b13a2d0040c8ef9ee90ab3faf2294,0x46e98ffe40e408ba6412beb670507e083c8b95ff,PRIMATE,PRIMATE,18,0x557b933a7c2c45672b610f8954a3deb39a51a8ca,REVV,REVV,18,0.203574927975786038,0,1282
WETH-BROAD,0x3d82261f729e2c02102fe02f5aeae9dca97bd5b8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xc1c4fd0dc4d14258d181dd8163b30bc09743054d,BROAD,Broadcasters NFT,18,0.999999999999999,67.43296727425494629188781136440315,6
TMT-USDC,0x3d9cf8ba3294b2661ff0a090ed8eeefcab156434,0x5b266c77eed49b314f6698aee03a7adf0162eb66,TMT,Tether Meta Token,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD Coin,6,0.000015811388299841,0,1
SUSHI-BTCTRADE,0x3d9d9b918b05a6fe6e62f82e25769ed54033188f,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,SushiToken,18,0xfdf888ccd94fc4a3971ff3c5ebaa47cff00445d0,BTCTRADE,Bitcoin Trade,18,0.002158772172945179,153.8545934371434053435860586283003,32
LIGHT-28T,0x3dabc5efbfd7a9d925a01929ba65418de6a6c065,0x0dbb4b96a23ea7943bb72a8f16cc2c248f372935,LIGHT,LightToken,18,0xb3fa04a6fe3df11147dd12909d4d4ce0eace915a,28T,Super28coin,8,0.000027199670363357,0,93
WGMI-WETH,0x3dbf734a6c1d789c6b6c2a13741fbf10c91853a0,0x462d6f921c9cd59c0f77e63d5226e35ebf37949b,WGMI,GM WGMI,6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000795147521511078,46567.28585307609261342456232190681,45
RUNE-PERP,0x3dc7722af12100c4f12b3ba1e3c28fd2264808ef,0x3155ba85d5f96b2d030a4966af206230e46849cb,RUNE,THORChain ETH.RUNE,18,0xbc396689893d065f41bc2c6ecbee5e0085233447,PERP,Perpetual,18,0.003985736871205007,3061810.383908850675264631736478026,786
USDT-XFIA,0x3dd9b6759ad355eae8cd770f717ee6ae187826f0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0xf7d17ddb1a6c628a6ecdbb21500442db673c3d82,XFIA,XFIA,18,0.000003351126959433,7.299312014300187934170729298801778,9
erowan-XPRT,0x3df1175713784786a31959eda0442b8784ba34ae,0x07bac35846e5ed502aa91adf6a9e7aa210f2dcbe,erowan,erowan,18,0xae837eacbae2a6ba166ce0ded5c72340f212835c,XPRT,Persistence,6,0.00004566783419679,0,70
UwU-WETH,0x3e04863dba602713bb5d0edbf7db7c3a9a2b6027,0x55c08ca52497e2f1534b59e2917bf524d4765257,UwU,UwU Lend,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,54161.623789193726399854,12664250.00596664286462148935490923,9209
PROS-LYM,0x3e36b511ded67fc82f5fbafddbe54952615d876f,0x8642a849d0dcb7a15a974794668adcfbe4794b56,PROS,Prosper,18,0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5,LYM,Lympo tokens,18,1550.281072753124025064,0,357
PACA-WETH,0x3e3ea7d277e8917864ebf02284bba2f01779e6cf,0x4fa25d252d442d5949466736d4a634978f61d482,PACA,ALPACADABRAZ,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,2.825728733858735357,127427.5028665338379092870183751918,124
FTX Token-USDT,0x3e49e5473345fbb45f14b7b1f667de2643bf6498,0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,FTX Token,FTT,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.000000025597857222,562.1703148801160459993803964286436,7
WETH-AXN,0x3e5c11703f6ee0fbe73462be65d2f44b94c925ee,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xda4c5aea122260e70616e979592735f12fe20499,AXN,AXION,18,0,0,2
sUSD-$BASED,0x3e5e560db64c87e71260878e58d74406e6d693af,0x57ab1ec28d129707052df4df418d58a2d46d5f51,sUSD,Synth sUSD,18,0x68a118ef45063051eac49c7e647ce5ace48a68a5,$BASED,$BASED,18,383.924772007767043212,30752.43924740935606933679894644056,300
MAXPEP-WETH,0x3e861e9e7e5f7662d398803d264f830e9ea0a40e,0xa06d91df488a908981142f387579763b532f2a69,MAXPEP,MAXPEPE by YCOPY,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0,4
WETH-WAGDIE,0x3e8e89d14e20ae64e59a0d0ac669fcc0d2ff57f4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xd75a2bd94203a6cbe9dbce0f807e5e5b877b34b5,WAGDIE,We are All Going to Die,18,0.000211262467195321,1085.481765949113056063462665994649,6
TANK-WETH,0x3ebeb90d6ddafa11aeee1e9e2ba644fd3c53d35c,0x549ea7d6b3cc50ecd57ce2c6e4e36329d26e964d,TANK,Tankbottoms,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,88.38834764831843955,0,1
XIV-USDT,0x3ec2c2c3c4628a01ab511acbb8a49d121e6ea7be,0x44f262622248027f8e2a8fb1090c4cf85072392c,XIV,INVERSE,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.000011020156832958,7766.758844007135198510315557847766,48
PUG-WETH,0x3ec47182417edae54d672399a861e5a0a278ad67,0x420bf5bb9170dab9b7e619977bcf584671bfa168,PUG,Dogenerator,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,4881.162858052820607975,1131486.876594497068812715250637045,740
CAPS-USDT,0x3ee7dc29293935b474df93878592d01f82b76dc9,0x03be5c903c727ee2c8c4e9bc0acc860cca4715e2,CAPS,Capsule Coin,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.000000224937439737,268.8119191629052167173346402588071,7
MIC-SLP,0x3efc3f93c3b8852623579c3240d28670e295a9b8,0x368b3a58b5f49392e5c9e4c998cb0bb966752e51,MIC,MIC,18,0x850fe284f917eb6dfcfe452348bead903aa63073,SLP,SushiSwap LP Token,18,0.577908281165790913,0,3
RBN-WETH,0x3efd20d4fa13bd348cc8254624cf8bd29843e10f,0x6123b0049f904d730db3c36a31167d9d4121fa6b,RBN,Ribbon,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,3.388131858212166403,30737724.93071367827706440519731915,333
USDT-BTCTRADE,0x3f1eb6b3d15d5ef9c723f328b315484b471a37b0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0xfdf888ccd94fc4a3971ff3c5ebaa47cff00445d0,BTCTRADE,Bitcoin Trade,18,0.000000000559558971,1.128677807983799013498208730875989,3
HAI-YOP,0x3f3e8375d77bf9731bda7307b1ff6aeb193af53f,0x05fb86775fd5c16290f1e838f5caaa7342bd9a63,HAI,Hacken Token,8,0xae1eaae3f627aaca434127644371b67b18444051,YOP,YOP,8,0.000000045337131132,0,7
STARZ-WETH,0x3f4b1011af32642bbb12eaec693fb14ca37ac69d,0x69ec436a1eaefef15e75543969f800ec2afc4490,STARZ,Allstarz,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,21.02914145301949528,123140.0668090296450810739165467434,823
MORPH-WETH,0x3f52e4f4800940f6679aed0e8c70bda03cf34ff1,0x8d71a64e8c8270116315709f08660360b1beacf7,MORPH,Morphys,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,3.380284588330903499,3345.486862732391955607990125655022,14
CNFT-WETH,0x3f82cdc698a377485bbf6751992bbef66f866db2,0x8e2b4badac15a4ec8c56020f4ce60faa7558c052,CNFT,Communifty,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.017420587083138989,1637062.433358495053159643094827469,404
FAKE-WETH,0x3f9f81082701dd184a3cf4e1c951f8d8d44499cf,0xb6f9044b544c8b86fcfa410d612336e340945ee9,FAKE,FIM Internet Money,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0,3
GFC-USDT,0x3faff200146104e09a6d2a05cce92bbd581deb7e,0x4b9427ebbbda7c900527ec101e5d68cc2ea19212,GFC,goldfox.cash,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.000049999999999,0,1
WETH-FINE,0x3fb50d7f7760526e50be2cd8ece5ba8931f70d8f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xc41797d0e9299053d6f5cebd7cba48de97096383,FINE,FineToken,18,13.874708612548978899,110241.0481158234045620874106760329,236
REKT-WETH,0x3fbeb96afa6b2ae2ccd697ace2b3a1a524b209c1,0x0c7f8cd8262ecb088b0fb39f4189a07becaeacb5,REKT,rektguy,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0,2
WBCD-WETH,0x3fc748bc9b1958000c149c4fc744f8b5f8f1d577,0x6a6d430573d3f070aeab97b3a189d698ea130454,WBCD,Wrapped Bitcoin Diamond,7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000000007969321981,1708.227029195795698708049382002711,19
BTED-WETH,0x3fd8c3b3abb524fe6388e159e9324e0ec035bd1b,0x2ad1219367dcbff80d37bb770de008875ab58cd9,BTED,BitEd,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0,2
fFRAX-FRAX,0x3ffa3c86e1476e5c59039e1e94fec439469e2454,0x2be1e42bf263aab47d27ba92e72c14823e101d7c,fFRAX,Fluid FRAX,18,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,Frax,18,0.100336813370717921,0,6
YFI-COMP,0x3ffb3d396a88a90856692b735697d04bbb3fc7cc,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,YFI,yearn.finance,18,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,Compound,18,0.001304194613027143,0,2
KAE-WETH,0x400043e27415773e4a509c53ac5d7d3c036f6d92,0x65def5029a0e7591e46b38742bfedd1fb7b24436,KAE,Kanpeki,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,2.022368821051708941,4941308.220392612756714983968959063,1479
HEART-WETH,0x404e716257c4f4bcc43b967514520b98c0c09dd5,0x710aa623c2c881b0d7357bcf9aeedf660e606c22,HEART,Hearts,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,5246.073853280145057748,8742093.507362857880970220345873769,2457
WETH-FLUF,0x405b2f091390afd2313405415fa37a4c0e42646b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xeeb588a5c9a630c3028a22e86a28fec0771ac113,FLUF,FLUF World ,18,0.019098457795299232,254776.4269875097918752139134302112,106
$MAID-WETH,0x40855e1a54464ae868631b6966f64a477d891306,0xb29e76bfdf20dfc9721b426ac91f752a493ab99f,$MAID,MaidCoin,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,5.47795696220581649,1.173680566337626077668712640147482,3
WETH-RIDERS,0x40aa5306efad9df1919be3ed2a1aa51754e33bad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xca2cac615eea1e6991fe2ad3a12873a61b46bd2f,RIDERS,Paper Chasers,18,1.499999999999999,194.4202864021907489352643278741737,6
UNIV-WETH,0x40b37bb9ff0410e5a9ee65eaa5ebfdd9c0ce2909,0xb3a824707e146fcfa583738bbe49d061fe0d1294,UNIV,Universal Token,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000040100834208113,34.8663148056320100151639753073221,7
RTRD-WETH,0x40ca499226c94b95016d53b70ed1fa5813265611,0x5aaddb423d184b4f84b1c07022a1ba1168f83575,RTRD,Highly Regarded Token,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,5210.404644360398517025,69536.12641902867716914317711477111,166
NSB-WETH,0x40d01e546ed25142ad943eae2774074ae35e1e45,0x87cb6ea8efa1bad09c3ef1575e01a3f18112947c,NSB,Newshiba,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,1.328571428571428571,0,3
WETH-FOOD,0x40df3e5b0a12108e5633c0366df7a5f8eaf17e97,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xd7f6b167414593ef9d5a248ce6622df9531f67dc,FOOD,Delectables by Foodmasku,18,4.133647518111199908,15178.09296957627564748031180235422,68
MGDPHK-WETH,0x40e8caa08a2183475f61af4f38c83ec963ed718e,0x4d3f0e89b46c0f9d7e3ce80bc577351d3dfe4e51,MGDPHK,MergedPhunks,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000298258159291959,70.1559876658752270811628847574463,13
TOWER-STZ,0x40f51325958158a25b8115f95906bd3f76e80829,0x1c9922314ed1415c95b9fd453c3818fd41867d0b,TOWER,TOWER,18,0x3f5294df68f871241c4b18fcf78ebd8ac18ab654,STZ,99Starz,18,3216435.692311693599008134,0,490
FFPUNK-WETH,0x4113a054c7d7a92ca3ede23ca086fa7e57e56797,0xb3615be0c57148cc409e0d902bf57621bdcde20e,FFPUNK,Fast Food Punks Gen 2,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.554786682848645466,395.7066730248070542745277046656659,17
WETH-BTC,0x411dbdf3dbaf384ce8f70964d94c95ddf82f9791,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xd62362eee715159d87c3a14ab32ab1958be50330,BTC,Bitcoin | t.me/CryptoWorldCommunity,9,0.000000928979194624,208.4870966828426021729368237639841,21
